500,0.000317
1000,0.001273
1500,0.002753
2000,0.004889
2500,0.007460
3000,0.012040
3500,0.014705
4000,0.019023
4500,0.024644
5000,0.033736
5500,0.039066
6000,0.048282
6500,0.052677
7000,0.063170
7500,0.070366
8000,0.075954
8500,0.086446
9000,0.099574
9500,0.107304
10000,0.121614
10500,0.135885
11000,0.145007
11500,0.165506
12000,0.173423
12500,0.187972
13000,0.212791
13500,0.229013
14000,0.240508
14500,0.254961
15000,0.278720
15500,0.292031
16000,0.309722
16500,0.328258
17000,0.353730
17500,0.370735
18000,0.391387
18500,0.422361
19000,0.442471
19500,0.452145
20000,0.500400
20500,0.515931
21000,0.530433
21500,0.565850
22000,0.578983
22500,0.611244
23000,0.660621
23500,0.696058
24000,0.689027
24500,0.745937
25000,0.762565
25500,0.783561
26000,0.834665
26500,0.863775
27000,0.878153
27500,0.943992
28000,0.936295
28500,0.988295
29000,1.039420
29500,1.076949
30000,1.095977
30500,1.137184
31000,1.176639
31500,1.229137
32000,1.239882
32500,1.284171
33000,1.336848
33500,1.373245
34000,1.426634
34500,1.450732
35000,1.502902
35500,1.535959
36000,1.587946
36500,1.664387
37000,1.691783
37500,1.716266
38000,1.761547
38500,1.835182
39000,1.865096
39500,1.910245
40000,1.951439
40500,2.035009
41000,2.071870
41500,2.094357
42000,2.150997
42500,2.188976
43000,2.242387
43500,2.304442
44000,2.386325
44500,2.428378
45000,2.476667
45500,2.494356
46000,2.600337
46500,2.632242
47000,2.696609
47500,2.766386
48000,2.803037
48500,2.871890
49000,2.906498
49500,3.006792
50000,3.053489
