500,0.000073
1000,0.000280
1500,0.000535
2000,0.000882
2500,0.001281
3000,0.002033
3500,0.002505
4000,0.003221
4500,0.004142
5000,0.005563
5500,0.006857
6000,0.007103
6500,0.008235
7000,0.009947
7500,0.011369
8000,0.012647
8500,0.017053
9000,0.015611
9500,0.018999
10000,0.020059
10500,0.021566
11000,0.025054
11500,0.027310
12000,0.030262
12500,0.031487
13000,0.036266
13500,0.035742
14000,0.039177
14500,0.041769
15000,0.044081
15500,0.049626
16000,0.051605
16500,0.054489
17000,0.057752
17500,0.067926
18000,0.065829
18500,0.072233
19000,0.074264
19500,0.080163
20000,0.078158
20500,0.082581
21000,0.097439
21500,0.101234
22000,0.096776
22500,0.103071
23000,0.106937
23500,0.116689
24000,0.121853
24500,0.126869
25000,0.130627
25500,0.135782
26000,0.132676
26500,0.146658
27000,0.151857
27500,0.145885
28000,0.154936
28500,0.163504
29000,0.162434
29500,0.176866
30000,0.176181
30500,0.186853
31000,0.196148
31500,0.200377
32000,0.205168
32500,0.216654
33000,0.218836
33500,0.231110
34000,0.231592
34500,0.240611
35000,0.244440
35500,0.244574
36000,0.271146
36500,0.269578
37000,0.280789
37500,0.276623
38000,0.294148
38500,0.309777
39000,0.306161
39500,0.312720
40000,0.330920
40500,0.343289
41000,0.334658
41500,0.347225
42000,0.370953
42500,0.366175
43000,0.381585
43500,0.390757
44000,0.395763
44500,0.404536
45000,0.416802
45500,0.412527
46000,0.436116
46500,0.437980
47000,0.443656
47500,0.452379
48000,0.460692
48500,0.472784
49000,0.486232
49500,0.493398
50000,0.495449
