500,0.000179
1000,0.000636
1500,0.001416
2000,0.002594
2500,0.003977
3000,0.005939
3500,0.007723
4000,0.011825
4500,0.012683
5000,0.016067
5500,0.020426
6000,0.024164
6500,0.028951
7000,0.032267
7500,0.036679
8000,0.045257
8500,0.051030
9000,0.055498
9500,0.063192
10000,0.068543
10500,0.079618
11000,0.091940
11500,0.086997
12000,0.103245
12500,0.109566
13000,0.114926
13500,0.127506
14000,0.131583
14500,0.143447
15000,0.159200
15500,0.174809
16000,0.183122
16500,0.180669
17000,0.192092
17500,0.206514
18000,0.225034
18500,0.231577
19000,0.236771
19500,0.251774
20000,0.274401
20500,0.288831
21000,0.301788
21500,0.319450
22000,0.333454
22500,0.350746
23000,0.356934
23500,0.380204
24000,0.408268
24500,0.399902
25000,0.420256
25500,0.439109
26000,0.454013
26500,0.485527
27000,0.488205
27500,0.519116
28000,0.536777
28500,0.543536
29000,0.566356
29500,0.598548
30000,0.611048
30500,0.625798
31000,0.659641
31500,0.681344
32000,0.710186
32500,0.717578
33000,0.747882
33500,0.743936
34000,0.782726
34500,0.802457
35000,0.829875
35500,0.837394
36000,0.869800
36500,0.905025
37000,0.947514
37500,0.975263
38000,0.985015
38500,1.014627
39000,1.031348
39500,1.074654
40000,1.090620
40500,1.102070
41000,1.151386
41500,1.182684
42000,1.202960
42500,1.251958
43000,1.255644
43500,1.283039
44000,1.365259
44500,1.332131
45000,1.363377
45500,1.427624
46000,1.456025
46500,1.491682
47000,1.513021
47500,1.551339
48000,1.587092
48500,1.610247
49000,1.671128
49500,1.681051
50000,1.703859
